,crn,stn,cast,press,theta,sigma,temp,csal,coxy,dic,ph,alk,phos,nit,sil,doc
56484,211.0,2.0,3.0,4498.8,1.1138,27.788,1.4883,34.6888,150.8,2327.3,7.59,2423.0,2.49,35.2,150.04,37.61
56495,211.0,2.0,4.0,365.2,10.4194,26.224,10.4629,34.1598,198.7,2109.5,7.757,2263.0,1.07,15.3,17.27,47.0
56498,211.0,2.0,4.0,493.1,7.4286,26.61,7.4768,34.0498,128.8,2196.9,7.556,2277.0,1.95,27.55,42.2,47.29
56501,211.0,2.0,4.0,622.5,5.5562,26.937,5.6089,34.1515,56.0,2284.5,7.381,2310.0,2.75,37.64,73.8,44.38
56504,211.0,2.0,4.0,769.4,4.7194,27.164,4.7807,34.3155,32.5,2322.1,7.355,2339.0,3.02,40.79,92.49,40.53
56853,212.0,2.0,4.0,3000.1,1.3176,27.759,1.5351,34.6711,126.6,2347.1,7.538,2430.0,2.59,37.51,157.42,35.91
56861,212.0,2.0,4.0,4499.6,1.1138,27.788,1.4883,34.6894,153.0,2327.3,7.584,2424.0,2.49,35.71,149.09,36.73
56871,212.0,2.0,5.0,340.1,11.7193,26.037,11.763,34.2207,202.3,2093.8,7.802,2265.0,0.86,12.15,11.83,46.13
56874,212.0,2.0,5.0,479.5,8.0676,26.56,8.1168,34.1035,123.6,2195.9,7.552,2278.0,1.97,26.84,40.03,43.41
56880,212.0,2.0,5.0,729.7,4.958,27.108,5.0172,34.2786,37.9,2312.7,7.356,2320.0,2.93,39.98,88.39,39.28
56887,212.0,2.0,5.0,997.4,3.8861,27.373,3.9611,34.4661,43.8,2341.9,7.385,2369.0,3.0,41.23,110.0,37.66
57221,213.0,2.0,3.0,2000.1,2.0322,27.662,2.1712,34.6166,88.8,2358.4,7.463,2416.0,2.81,39.6,147.91,37.32
57226,213.0,2.0,3.0,2999.4,1.3516,27.753,1.5699,34.6667,122.0,2350.8,7.528,2429.0,2.63,37.29,158.89,38.04
57234,213.0,2.0,3.0,4500.3,1.1085,27.787,1.483,34.688,152.8,2327.1,7.586,2424.0,2.48,35.57,148.07,38.89
57242,213.0,2.0,4.0,202.1,19.2554,24.992,19.2919,35.0478,193.7,2053.6,7.959,2303.0,0.2,2.5,2.29,57.04
57245,213.0,2.0,4.0,385.5,10.1668,26.237,10.2121,34.1204,188.2,2122.5,7.721,2261.0,1.19,16.89,18.83,46.61
57247,213.0,2.0,4.0,489.3,7.7444,26.62,7.7934,34.1198,106.3,2214.4,7.518,2280.0,2.06,28.76,42.8,45.11
57250,213.0,2.0,4.0,603.5,5.7317,26.912,5.7835,34.1469,63.0,2277.8,7.433,2306.0,2.53,35.48,66.11,43.65
57253,213.0,2.0,4.0,716.6,4.9286,27.099,4.9865,34.2627,37.8,2313.1,7.354,2329.0,2.86,40.01,88.01,41.77
57596,214.0,2.0,3.0,2000.0,1.9671,27.67,2.1051,34.6205,88.7,2359.2,7.474,2415.0,2.82,39.3,150.22,36.6
57601,214.0,2.0,3.0,2998.2,1.3203,27.758,1.5377,34.6692,125.3,2346.1,7.545,2427.0,2.63,37.19,157.66,36.42
57609,214.0,2.0,3.0,4499.7,1.1107,27.788,1.4852,34.6887,152.7,2326.9,7.582,2423.0,2.49,35.39,148.66,37.56
57618,214.0,2.0,4.0,244.8,18.4935,25.124,18.5364,34.9666,193.0,2058.6,7.944,2304.0,0.24,3.11,3.06,54.86
57622,214.0,2.0,4.0,390.7,10.7072,26.166,10.7547,34.1505,188.4,2114.1,7.746,2263.0,1.14,15.68,16.89,46.56
57624,214.0,2.0,4.0,503.1,7.8347,26.606,7.8855,34.1193,112.0,2208.3,7.532,2282.0,2.06,28.18,41.78,43.89
57626,214.0,2.0,4.0,589.3,6.2576,26.826,6.3105,34.1219,78.2,2257.2,7.432,2298.0,2.49,34.39,62.31,42.69
57630,214.0,2.0,4.0,740.0,4.993,27.095,5.0533,34.2669,37.6,2311.9,7.355,2332.0,2.92,39.93,86.99,41.02
57635,214.0,2.0,4.0,1011.2,3.947,27.372,4.0238,34.472,43.1,2340.2,7.385,2368.0,2.98,41.24,108.87,37.46
57976,215.0,2.0,4.0,3000.1,1.305,27.759,1.5223,34.6701,128.8,2343.8,7.571,2429.0,2.62,37.45,156.22,37.47
57993,215.0,2.0,5.0,231.9,14.4385,25.635,14.4726,34.4054,197.0,2068.5,7.864,2268.0,0.55,7.12,6.31,51.17
57995,215.0,2.0,5.0,342.0,10.4333,26.203,10.474,34.1365,196.0,2113.4,7.745,2262.0,1.11,15.61,17.44,46.46
57998,215.0,2.0,5.0,487.9,7.1342,26.643,7.1808,34.0381,118.4,2209.7,7.533,2280.0,1.89,28.92,46.11,46.22
58001,215.0,2.0,5.0,610.4,5.5134,26.926,5.5648,34.1308,60.0,2281.1,7.391,2309.0,2.67,37.54,74.35,41.99
58010,215.0,2.0,5.0,1021.2,3.8326,27.39,3.9093,34.4805,45.2,2339.7,7.393,2377.0,2.97,41.14,111.87,38.65
58327,216.0,2.0,3.0,1999.7,2.0038,27.662,2.1424,34.6143,87.5,2358.8,7.466,2414.0,2.8,39.46,149.64,37.95
58332,216.0,2.0,3.0,2999.9,1.3338,27.754,1.5517,34.6664,125.5,2345.6,7.534,2426.0,2.65,37.72,157.0,37.64
58350,216.0,2.0,4.0,223.2,16.3125,25.384,16.3483,34.621,190.4,2064.3,7.895,2288.0,0.43,5.58,4.59,53.25
58352,216.0,2.0,4.0,335.0,10.5959,26.189,10.6362,34.1545,198.4,2107.2,7.759,2263.0,1.06,14.93,16.34,46.96
58355,216.0,2.0,4.0,491.9,6.992,26.723,7.0385,34.1149,90.2,2234.2,7.465,2287.0,2.34,31.79,54.8,43.41
58358,216.0,2.0,4.0,619.9,5.9245,27.042,5.9789,34.3421,27.3,2303.4,7.37,2325.0,2.92,39.12,73.44,42.03
58699,217.0,2.0,4.0,1999.2,2.0049,27.664,2.1434,34.6167,89.7,2355.2,7.469,2418.0,2.81,39.49,147.84,37.64
58712,217.0,2.0,4.0,4499.9,1.1106,27.787,1.4852,34.6872,153.0,2324.9,7.581,2426.0,2.5,35.7,148.27,37.86
58720,217.0,2.0,5.0,203.9,20.3803,24.933,20.4186,35.3564,204.4,2054.6,7.994,2334.0,0.12,1.08,1.53,58.3
58723,217.0,2.0,5.0,359.3,10.5666,26.184,10.6098,34.1422,182.1,2119.8,7.716,2264.0,1.18,16.4,17.58,41.51
58725,217.0,2.0,5.0,475.3,7.6622,26.609,7.7095,34.0911,116.7,2205.1,7.535,2285.0,2.04,28.4,41.93,43.3
58731,217.0,2.0,5.0,743.5,4.674,27.153,4.7328,34.295,25.8,2337.4,7.328,2341.0,3.01,41.37,94.16,39.37
58738,217.0,2.0,5.0,1019.8,3.8412,27.395,3.9178,34.4874,44.4,2339.2,7.39,2372.0,2.96,41.19,109.99,37.29
58986,219.0,2.0,1.0,231.4,16.2873,25.421,16.3243,34.6606,193.6,2063.6,7.899,2284.0,0.41,5.26,4.56,51.03
58989,219.0,2.0,1.0,357.7,10.3588,26.218,10.4012,34.1387,194.2,2113.0,7.748,2262.0,1.13,15.95,17.86,48.18
58991,219.0,2.0,1.0,494.1,7.2459,26.648,7.2935,34.0643,113.3,2212.1,7.515,2279.0,2.11,29.34,46.27,42.89
58994,219.0,2.0,1.0,577.8,6.0764,26.841,6.1274,34.1115,69.4,2261.3,7.411,2296.0,2.56,34.99,64.41,43.03
58998,219.0,2.0,1.0,756.0,4.9159,27.149,4.9772,34.3246,32.3,2316.9,7.353,2337.0,2.97,40.05,90.73,40.04
59004,219.0,2.0,1.0,1023.3,3.8218,27.391,3.8985,34.4806,48.4,2337.5,7.394,2377.0,2.98,40.82,111.57,37.49
59026,219.0,2.0,2.0,4499.5,1.1103,27.786,1.4847,34.6864,152.4,2324.5,7.578,2424.0,2.48,35.43,149.93,38.88
59077,219.0,2.0,5.0,4.7,23.3396,24.042,23.3406,35.2732,213.5,2006.0,8.069,2328.0,0.09,0.05,1.15,73.98
59080,219.0,2.0,5.0,25.5,23.3336,24.044,23.3389,35.2731,213.4,2005.7,8.068,2327.0,0.09,0.05,1.3,73.99
59082,219.0,2.0,5.0,45.6,23.3267,24.046,23.3361,35.2728,213.8,2006.2,8.064,2329.0,0.09,0.04,1.18,74.56
59092,219.0,2.0,5.0,150.8,19.9713,24.926,19.9992,35.2053,199.4,2052.5,7.978,2319.0,0.16,1.55,2.0,59.76
59365,220.0,2.0,3.0,2000.2,2.0369,27.661,2.176,34.6156,88.9,2354.9,7.474,2414.0,2.82,39.88,149.05,37.75
59370,220.0,2.0,3.0,3000.0,1.323,27.757,1.5406,34.6688,127.1,2342.3,7.536,2425.0,2.62,37.52,157.93,38.13
59378,220.0,2.0,3.0,4498.4,1.1099,27.787,1.4842,34.6875,153.2,2324.6,7.579,2422.0,2.47,35.77,149.46,38.7
59391,220.0,2.0,4.0,341.3,11.9222,25.973,11.9665,34.1884,191.3,2094.5,7.78,2258.0,0.9,12.54,11.79,48.84
59395,220.0,2.0,4.0,497.8,7.0989,26.651,7.1464,34.0424,110.7,2215.0,7.496,2278.0,2.16,30.38,46.86,45.42
59398,220.0,2.0,4.0,604.6,5.8479,26.936,5.9004,34.1951,44.2,2287.6,7.361,2309.0,2.8,38.0,71.25,42.23
59404,220.0,2.0,4.0,1016.1,3.8695,27.396,3.9461,34.4922,48.7,2336.7,7.394,2370.0,2.98,41.53,109.97,38.63
59436,220.0,2.0,7.0,4.8,23.3633,24.034,23.3643,35.2707,216.2,2008.2,8.062,2333.0,0.09,0.03,1.22,74.72
59443,220.0,2.0,7.0,76.6,23.1687,24.1,23.1844,35.2838,216.6,2008.9,8.062,2328.0,0.08,0.01,1.2,75.9
59446,220.0,2.0,7.0,99.8,22.7149,24.263,22.7352,35.3267,211.6,2017.4,8.045,2331.0,0.09,0.06,1.29,70.35
59451,220.0,2.0,7.0,151.1,20.6581,24.787,20.6868,35.2638,204.0,2048.5,7.984,2323.0,0.14,0.96,1.72,60.72
59454,220.0,2.0,7.0,200.1,19.2341,25.051,19.2702,35.1171,201.5,2056.5,7.957,2316.0,0.18,1.95,2.26,59.12
59729,221.0,2.0,4.0,1998.4,2.0169,27.663,2.1555,34.6168,89.2,2356.5,7.472,2419.0,2.8,39.52,149.18,38.94
59734,221.0,2.0,4.0,2999.7,1.339,27.754,1.557,34.6662,124.2,2346.1,7.53,2429.0,2.63,37.37,158.35,39.58
59742,221.0,2.0,4.0,4498.8,1.1106,27.787,1.485,34.6872,153.3,2325.3,7.578,2426.0,2.47,35.63,149.85,41.65
59755,221.0,2.0,5.0,332.1,12.2696,25.928,12.3135,34.2147,196.1,2087.9,7.8,2263.0,0.83,11.3,10.29,50.55
59758,221.0,2.0,5.0,500.1,7.4764,26.605,7.5255,34.0513,120.2,2204.1,7.525,2275.0,2.05,28.45,43.99,45.61
59761,221.0,2.0,5.0,585.1,6.0727,26.849,6.1244,34.1209,66.7,2265.3,7.404,2304.0,2.61,35.62,65.02,45.58
59768,221.0,2.0,5.0,1015.5,3.9731,27.371,4.0504,34.4741,45.6,2336.2,7.388,2376.0,2.98,41.28,108.47,37.97
59803,221.0,2.0,8.0,4.2,24.3885,23.729,24.3894,35.2685,213.4,2005.4,8.065,2327.0,0.08,0.03,1.19,76.07
59806,221.0,2.0,8.0,24.7,24.1475,23.828,24.1527,35.3039,215.2,2008.6,8.065,2331.0,0.08,0.02,1.19,78.34
59808,221.0,2.0,8.0,45.4,23.3158,24.079,23.3252,35.3129,220.5,2009.6,8.063,2333.0,0.08,0.03,1.19,76.81
59810,221.0,2.0,8.0,74.5,22.9969,24.189,23.0122,35.3361,217.0,2014.2,8.059,2334.0,0.08,0.04,1.23,76.0
59813,221.0,2.0,8.0,100.0,21.8747,24.516,21.8944,35.3465,211.2,2036.9,8.019,2333.0,0.09,0.23,1.45,65.05
59818,221.0,2.0,8.0,150.4,20.9506,24.829,20.9794,35.4228,213.1,2037.8,8.02,2333.0,0.06,0.3,1.54,65.44
59821,221.0,2.0,8.0,200.3,19.4511,25.024,19.4875,35.1554,199.7,2054.7,7.968,2318.0,0.17,1.82,2.41,56.5
60068,222.0,2.0,4.0,2000.1,2.0025,27.665,2.141,34.618,89.3,2355.1,7.468,2410.0,2.8,39.52,150.52,38.13
60073,222.0,2.0,4.0,2998.4,1.3238,27.757,1.5413,34.6682,125.7,2343.3,7.531,2425.0,2.61,37.37,160.07,37.05
60081,222.0,2.0,4.0,4499.5,1.1111,27.787,1.4855,34.6879,153.7,2325.2,7.577,2424.0,2.46,35.54,149.26,39.16
60091,222.0,2.0,5.0,277.1,13.0816,25.847,13.1198,34.3166,200.8,2078.2,7.832,2264.0,0.69,9.67,9.11,49.48
60093,222.0,2.0,5.0,350.9,10.455,26.184,10.4968,34.1173,188.5,2115.3,7.729,2259.0,1.15,15.93,17.41,44.48
60097,222.0,2.0,5.0,487.1,7.3772,26.639,7.4247,34.0772,113.7,2211.2,7.511,2283.0,2.1,29.04,45.32,45.35
60141,222.0,2.0,8.0,5.6,24.8398,23.697,24.841,35.4059,213.7,2014.2,8.06,2335.0,0.06,0.04,1.12,78.01
60144,222.0,2.0,8.0,25.0,24.5875,23.818,24.5928,35.4656,213.4,2021.0,8.056,2336.0,0.04,0.02,1.16,74.03
60148,222.0,2.0,8.0,74.1,21.4158,24.687,21.4302,35.404,228.3,2028.9,8.032,2336.0,0.02,0.03,1.5,57.98
60151,222.0,2.0,8.0,98.2,20.7931,24.828,20.8118,35.3654,224.5,2034.7,8.013,2328.0,0.03,0.05,1.57,65.53
60156,222.0,2.0,8.0,146.6,19.1737,25.117,19.2001,35.1834,217.9,2040.1,7.984,2313.0,0.09,0.83,2.17,61.12
60159,222.0,2.0,8.0,206.8,16.0608,25.443,16.0935,34.6225,211.6,2046.7,7.922,2281.0,0.3,3.71,4.35,53.15
60458,223.0,2.0,4.0,2000.1,1.9385,27.674,2.0761,34.6223,91.4,2356.0,7.482,2416.0,2.78,39.27,151.13,37.61
60463,223.0,2.0,4.0,2999.8,1.306,27.761,1.5233,34.6716,127.8,2344.0,7.539,2425.0,2.59,37.19,157.79,39.32
60471,223.0,2.0,4.0,4498.6,1.1097,27.788,1.484,34.6892,153.1,2324.9,7.58,2423.0,2.47,35.55,148.26,38.4
60497,223.0,2.0,5.0,997.5,4.0024,27.365,4.0784,34.4709,45.2,2335.9,7.39,2371.0,2.99,41.7,107.52,38.7
60539,223.0,2.0,8.0,5.7,25.78,23.282,25.7813,35.239,206.8,1992.1,8.083,2324.0,0.07,0.03,0.84,72.75
60542,223.0,2.0,8.0,25.0,25.2617,23.63,25.2672,35.4874,209.1,2014.4,8.068,2336.0,0.04,0.05,1.11,74.36
60546,223.0,2.0,8.0,74.4,22.2749,24.454,22.2898,35.4125,226.7,2022.4,8.047,2332.0,0.03,0.04,1.37,70.61
60549,223.0,2.0,8.0,99.3,20.9909,24.776,21.0099,35.3666,219.0,2034.6,8.017,2329.0,0.06,0.06,1.34,67.38
60554,223.0,2.0,8.0,149.1,19.3679,25.068,19.3948,35.185,207.0,2045.0,7.981,2318.0,0.15,1.52,2.27,58.64
60557,223.0,2.0,8.0,200.5,17.3372,25.311,17.3708,34.8408,204.3,2046.2,7.94,2289.0,0.26,3.19,3.42,51.79
60859,224.0,2.0,4.0,4500.1,1.111,27.788,1.4855,34.6893,152.4,2323.4,7.578,2421.0,2.47,35.6,149.43,36.84
60870,224.0,2.0,5.0,349.6,11.9194,25.965,11.9648,34.1771,190.5,2095.7,7.78,2259.0,0.92,12.35,11.83,54.54
60922,224.0,2.0,8.0,5.7,25.5241,23.268,25.5254,35.1159,208.5,1995.9,8.072,2324.0,0.11,0.01,1.05,70.43
60925,224.0,2.0,8.0,25.3,25.4224,23.346,25.4279,35.1776,208.9,1998.3,8.075,2327.0,0.09,0.02,1.06,75.37
60927,224.0,2.0,8.0,45.2,25.3316,23.415,25.3415,35.2318,209.7,1999.5,8.074,2324.0,0.08,0.02,1.09,56.43
60937,224.0,2.0,8.0,150.3,21.1004,24.765,21.1294,35.3922,215.5,2039.5,8.022,2330.0,0.05,0.06,1.46,62.98
60940,224.0,2.0,8.0,200.5,19.9293,24.958,19.9664,35.2323,204.8,2051.2,7.982,2322.0,0.15,1.25,1.93,54.76
61206,225.0,2.0,5.0,239.7,18.7344,25.154,18.7769,35.0861,209.4,2046.5,7.966,2307.0,0.16,1.92,2.52,56.9
61212,225.0,2.0,5.0,520.4,7.6059,26.641,7.6576,34.1209,98.4,2219.5,7.488,2284.0,2.19,30.03,45.06,45.16
61216,225.0,2.0,5.0,625.2,5.6888,26.945,5.7424,34.1822,46.4,2288.3,7.366,2312.0,2.8,38.39,73.49,42.55
61219,225.0,2.0,5.0,765.2,4.952,27.152,5.0143,34.3325,32.6,2317.2,7.357,2337.0,2.96,40.76,90.36,44.79
61223,225.0,2.0,5.0,1023.2,3.9048,27.373,3.9822,34.4682,45.3,2336.1,7.393,2367.0,2.98,41.54,110.45,40.34
61258,225.0,2.0,8.0,5.4,25.6738,23.31,25.675,35.2321,208.2,1998.3,8.077,2321.0,0.09,0.05,1.1,75.69
61261,225.0,2.0,8.0,25.6,25.677,23.309,25.6826,35.2319,208.3,1998.1,8.075,2324.0,0.09,0.03,1.08,74.74
61263,225.0,2.0,8.0,45.5,25.5929,23.333,25.603,35.2297,208.9,1998.0,8.075,2329.0,0.1,0.04,1.1,71.84
61265,225.0,2.0,8.0,76.0,24.5084,23.643,24.5246,35.2021,220.1,2001.4,8.072,2322.0,0.1,0.02,1.16,76.81
61268,225.0,2.0,8.0,100.5,23.3155,24.03,23.3362,35.247,212.7,2016.3,8.051,2328.0,0.15,0.03,1.27,60.95
61273,225.0,2.0,8.0,150.2,21.6372,24.525,21.6666,35.2706,202.1,2043.5,8.005,2325.0,0.14,0.75,1.51,64.12
61276,225.0,2.0,8.0,200.7,20.106,24.892,20.1433,35.2075,199.1,2054.5,7.975,2318.0,0.17,1.48,1.97,58.11
61554,226.0,2.0,4.0,2000.4,1.9098,27.677,2.0469,34.6227,90.2,2357.6,7.473,2414.0,2.81,39.33,152.67,38.17
61567,226.0,2.0,4.0,4498.3,1.0965,27.79,1.4704,34.6902,154.4,2322.3,7.585,2424.0,2.45,35.28,147.46,38.72
61575,226.0,2.0,5.0,205.6,19.5353,25.035,19.5728,35.1982,204.8,2051.0,7.974,2317.0,0.14,1.49,2.17,59.98
61578,226.0,2.0,5.0,342.3,11.6728,25.997,11.7167,34.159,175.3,2111.2,7.747,2260.0,1.06,14.07,13.79,50.2
61580,226.0,2.0,5.0,434.3,9.0562,26.415,9.1038,34.1141,142.2,2168.4,7.612,2267.0,1.68,22.9,28.89,46.74
61586,226.0,2.0,5.0,702.0,5.1753,27.049,5.2332,34.2354,37.7,2306.3,7.349,2324.0,2.91,39.86,83.62,41.18
61593,226.0,2.0,5.0,1020.4,3.8311,27.384,3.9077,34.4729,45.9,2338.9,7.39,2372.0,2.98,41.14,111.92,41.05
61634,226.0,2.0,8.0,7.5,26.0334,23.24,26.0351,35.2881,207.3,1996.8,8.081,2323.0,0.07,0.04,1.1,73.14
61638,226.0,2.0,8.0,26.0,26.0432,23.238,26.0491,35.2896,207.1,1997.3,8.082,2323.0,0.07,0.04,1.07,79.49
61640,226.0,2.0,8.0,45.9,25.9449,23.259,25.9552,35.2757,208.0,1997.1,8.082,2323.0,0.07,0.04,1.06,79.0
61642,226.0,2.0,8.0,75.3,24.1272,23.776,24.1432,35.2273,217.2,2006.1,8.067,2327.0,0.07,0.04,1.16,73.66
61650,226.0,2.0,8.0,150.4,21.2291,24.655,21.2582,35.2944,203.3,2048.0,8.003,2328.0,0.13,0.86,1.6,63.48
61653,226.0,2.0,8.0,199.8,19.6043,25.028,19.6408,35.2124,205.1,2050.9,7.982,2315.0,0.14,1.46,2.15,59.9
61856,227.0,2.0,1.0,5.2,25.0551,23.42,25.0562,35.127,207.5,1996.6,8.078,2315.0,0.11,0.02,1.2,80.46
61859,227.0,2.0,1.0,24.8,25.0405,23.439,25.0459,35.1456,207.4,1996.3,8.075,2317.0,0.11,0.03,1.09,75.97
61861,227.0,2.0,1.0,44.9,25.1063,23.495,25.116,35.2466,207.0,2001.6,8.077,2321.0,0.1,0.04,1.1,79.07
61863,227.0,2.0,1.0,74.8,25.0527,23.506,25.069,35.239,207.2,2002.1,8.072,2320.0,0.1,0.04,1.11,79.58
61866,227.0,2.0,1.0,100.4,23.1925,24.08,23.2132,35.2666,205.5,2024.5,8.037,2322.0,0.1,0.26,1.36,70.6
61874,227.0,2.0,1.0,200.8,18.7967,25.135,18.8323,35.0817,205.5,2050.2,7.976,2304.0,0.14,1.86,2.51,60.25
62048,227.0,2.0,9.0,236.0,18.0132,25.234,18.0538,34.9544,209.4,2047.7,7.957,2295.0,0.18,2.34,3.0,57.2
62051,227.0,2.0,9.0,353.4,11.9873,25.994,12.0334,34.231,182.2,2096.4,7.788,2259.0,0.92,12.63,12.56,48.98
62054,227.0,2.0,9.0,499.8,7.4069,26.654,7.4558,34.1016,98.9,2221.7,7.493,2280.0,2.21,30.09,46.7,47.47
62057,227.0,2.0,9.0,625.1,5.3597,26.905,5.4116,34.0812,58.0,2280.9,7.368,2303.0,2.74,37.71,75.6,43.9
62060,227.0,2.0,9.0,764.4,4.4392,27.161,4.4983,34.2719,21.4,2333.0,7.311,2340.0,3.08,42.01,100.35,41.89
62065,227.0,2.0,9.0,1020.1,3.7258,27.395,3.8015,34.4731,43.2,2343.1,7.382,2372.0,3.02,41.57,114.13,39.42
62074,227.0,2.0,10.0,2000.4,1.9918,27.668,2.1303,34.6195,88.6,2356.0,7.473,2414.0,2.79,39.52,149.71,37.59
62079,227.0,2.0,10.0,3000.5,1.3403,27.756,1.5584,34.6688,124.3,2344.5,7.535,2424.0,2.61,37.51,158.47,40.09
62087,227.0,2.0,10.0,4500.0,1.114,27.788,1.4887,34.6888,152.1,2324.7,7.578,2424.0,2.47,35.72,150.03,41.31
65077,238.0,2.0,3.0,239.4,15.4802,25.513,15.5172,34.5431,200.9,2059.8,7.889,2271.0,0.42,5.37,4.77,53.93
65080,238.0,2.0,3.0,366.8,10.5333,26.2,10.5774,34.1547,200.4,2106.2,7.759,2256.0,1.02,14.64,15.82,47.79
65082,238.0,2.0,3.0,455.1,8.3249,26.507,8.3723,34.0857,139.6,2181.4,7.586,2266.0,1.77,24.9,34.6,46.81
65085,238.0,2.0,3.0,569.6,5.7923,26.845,5.8413,34.0721,72.0,2264.7,7.4,2297.0,2.53,35.67,67.13,42.81
65089,238.0,2.0,3.0,747.7,4.4185,27.156,4.4761,34.263,26.5,2330.0,7.322,2335.0,2.99,41.55,100.46,42.12
65095,238.0,2.0,3.0,1018.7,3.7518,27.394,3.8276,34.4747,42.3,2342.1,7.382,2363.0,2.96,41.36,113.46,41.52
65143,238.0,2.0,6.0,5.0,24.0216,23.848,24.0226,35.2817,209.7,2005.5,8.071,2325.0,0.06,0.01,0.99,74.99
65148,238.0,2.0,6.0,43.8,24.0012,23.854,24.0104,35.281,208.5,2005.5,8.063,2326.0,0.07,0.02,0.99,75.28
65150,238.0,2.0,6.0,73.9,23.9622,23.866,23.9777,35.2817,208.2,2006.2,8.069,2323.0,0.07,0.02,1.01,73.82
65153,238.0,2.0,6.0,99.5,23.9281,23.877,23.949,35.283,208.8,2009.7,8.066,2322.0,0.08,0.06,1.02,73.23
65161,238.0,2.0,6.0,199.6,17.2977,25.257,17.3311,34.7574,192.7,2060.0,7.928,2280.0,0.33,3.99,3.69,53.04
65406,239.0,2.0,3.0,3001.2,1.3293,27.756,1.5472,34.6685,124.0,2345.5,7.536,2425.0,2.59,37.25,158.05,38.1
65424,239.0,2.0,4.0,357.3,10.7056,26.136,10.7489,34.1115,197.6,2106.0,7.751,2255.0,1.05,14.56,14.52,46.91
65428,239.0,2.0,4.0,500.5,6.8905,26.663,6.9374,34.0221,117.6,2213.2,7.507,2278.0,2.11,29.84,47.59,45.93
65431,239.0,2.0,4.0,617.6,5.3952,26.935,5.4467,34.1246,47.3,2286.2,7.351,2295.0,2.76,37.92,75.03,44.37
65434,239.0,2.0,4.0,753.1,4.587,27.154,4.6461,34.2838,26.5,2326.8,7.33,2338.0,2.98,40.85,95.42,41.53
65440,239.0,2.0,4.0,1019.0,3.8207,27.379,3.8971,34.4657,45.5,2335.7,7.389,2369.0,2.93,40.76,110.21,41.23
65480,239.0,2.0,7.0,5.5,23.6389,23.913,23.64,35.2177,211.4,2007.7,8.062,2326.0,0.1,0.02,1.06,75.19
65483,239.0,2.0,7.0,25.1,23.6327,23.915,23.6379,35.2181,211.5,2007.5,8.063,2324.0,0.11,0.02,1.07,74.31
65485,239.0,2.0,7.0,44.6,23.5587,23.94,23.568,35.2223,210.8,2007.3,8.06,2322.0,0.1,0.02,1.08,74.41
65487,239.0,2.0,7.0,76.1,23.5577,23.976,23.5735,35.2703,211.0,2009.7,8.062,2322.0,0.09,0.02,1.08,74.01
65490,239.0,2.0,7.0,101.5,23.5182,24.003,23.5393,35.29,211.1,2011.5,8.062,2331.0,0.09,0.03,1.1,74.5
65495,239.0,2.0,7.0,151.0,21.9368,24.451,21.9667,35.2839,199.8,2041.2,8.007,2320.0,0.13,0.79,1.51,62.49
65498,239.0,2.0,7.0,199.4,19.1818,24.982,19.2177,35.0102,191.9,2058.6,7.948,2309.0,0.23,2.36,2.47,56.06
65653,240.0,2.0,1.0,2000.3,2.0393,27.66,2.1784,34.6144,85.6,2358.7,7.464,2418.0,2.79,39.16,148.32,37.76
65658,240.0,2.0,1.0,3002.1,1.3387,27.755,1.5569,34.6678,123.3,2346.3,7.534,2427.0,2.58,36.84,156.69,38.83
65666,240.0,2.0,1.0,4500.9,1.1092,27.787,1.4837,34.6874,151.8,2324.8,7.58,2425.0,2.44,35.19,147.89,38.98
65670,240.0,2.0,2.0,275.7,14.0654,25.704,14.1053,34.3926,207.2,2066.5,7.864,2268.0,0.53,7.17,7.07,50.61
65672,240.0,2.0,2.0,351.3,11.5541,26.084,11.5989,34.2424,209.3,2092.8,7.799,2263.0,0.86,12.3,13.07,49.54
65677,240.0,2.0,2.0,507.4,7.265,26.628,7.314,34.0429,117.3,2209.8,7.517,2279.0,2.07,28.75,44.73,45.64
65679,240.0,2.0,2.0,584.8,5.8459,26.84,5.8965,34.0733,67.8,2266.4,7.392,2297.0,2.46,33.7,60.17,45.74
65682,240.0,2.0,2.0,755.2,4.4885,27.164,4.5472,34.2828,21.9,2332.0,7.317,2338.0,3.02,41.18,98.66,42.11
65695,240.0,2.0,4.0,45.2,22.9076,24.131,22.9168,35.2249,215.1,2010.1,8.061,2320.0,0.08,0.02,1.16,72.16
65708,240.0,2.0,4.0,201.7,19.5334,24.935,19.5701,35.0667,195.9,2056.0,7.953,2310.0,0.19,1.9,2.26,56.15
65904,241.0,2.0,2.0,2000.2,2.0732,27.655,2.2129,34.6125,85.5,2356.2,7.47,2416.0,2.84,39.52,148.28,36.73
65909,241.0,2.0,2.0,3001.9,1.3634,27.752,1.5821,34.6655,120.0,2346.8,7.531,2429.0,2.65,37.4,159.47,38.39
65917,241.0,2.0,2.0,4499.8,1.1116,27.787,1.4861,34.6877,151.4,2323.9,7.583,2424.0,2.51,35.56,148.3,38.63
65927,241.0,2.0,3.0,258.8,16.4004,25.35,16.4421,34.6028,188.6,2068.7,7.888,2281.0,0.43,5.17,4.59,50.7
65930,241.0,2.0,3.0,362.0,9.6536,26.317,9.6947,34.1122,133.4,2168.6,7.599,2265.0,1.66,22.27,25.87,47.3
65933,241.0,2.0,3.0,486.6,8.4247,26.632,8.476,34.2646,30.9,2266.3,7.366,2286.0,2.61,32.27,45.6,46.41
