,crn,stn,cast,press,theta,sigma,temp,csal,coxy,dic,ph,alk,phos,nit,sil,doc
46033,181.0,2.0,5.0,366.2,9.663,26.33,9.7047,34.1315,180.1,2126.0,7.721,2267.0,1.3,18.09,21.08,41.03
46036,181.0,2.0,5.0,480.2,7.1602,26.648,7.2061,34.0493,129.5,2194.6,7.56,2277.0,1.97,27.62,43.92,40.99
46038,181.0,2.0,5.0,590.4,6.3063,26.851,6.3595,34.1611,57.9,2265.9,7.394,2293.0,2.61,35.26,63.03,37.89
46041,181.0,2.0,5.0,739.7,4.5214,27.16,4.579,34.2825,25.7,2326.0,7.326,2331.0,3.03,41.27,96.89,37.42
46048,181.0,2.0,5.0,1020.8,3.6826,27.401,3.758,34.4752,40.6,2343.6,7.376,2367.0,3.04,41.77,115.94,35.97
46363,182.0,2.0,3.0,2002.5,1.9992,27.67,2.1379,34.623,88.0,2357.0,7.472,2411.0,2.83,39.21,151.22,34.15
46368,182.0,2.0,3.0,2998.4,1.3517,27.755,1.5698,34.6687,121.2,2346.0,7.533,2426.0,2.65,37.37,158.44,34.08
46376,182.0,2.0,3.0,4500.4,1.1165,27.788,1.4912,34.6901,150.7,2324.9,7.58,2421.0,2.47,35.72,149.08,36.5
46385,182.0,2.0,4.0,265.1,14.3494,25.72,14.3883,34.491,207.2,2046.8,7.887,2269.0,0.53,7.45,6.73,47.31
46387,182.0,2.0,4.0,376.8,10.5328,26.232,10.5781,34.1953,195.9,2106.3,7.77,2258.0,1.09,15.25,17.54,42.65
46395,182.0,2.0,4.0,738.7,4.7181,27.123,4.7767,34.2636,28.2,2322.2,7.337,2329.0,2.99,40.76,93.74,36.95
46402,182.0,2.0,4.0,1020.8,3.7783,27.394,3.8546,34.4779,41.6,2342.9,7.383,2370.0,3.01,41.35,114.07,36.01
46721,183.0,2.0,4.0,2000.3,2.0974,27.657,2.2374,34.6169,85.0,2355.9,7.465,2416.0,2.84,39.73,149.09,36.55
46734,183.0,2.0,4.0,4499.2,1.1184,27.788,1.4931,34.6896,150.2,2324.7,7.581,2419.0,2.48,35.72,150.59,36.12
46742,183.0,2.0,5.0,259.2,14.9665,25.508,15.0056,34.3881,186.9,2067.6,7.85,2266.0,0.59,6.94,5.25,49.08
46744,183.0,2.0,5.0,345.8,11.4144,26.038,11.458,34.1497,186.1,2098.9,7.769,2257.0,1.02,13.33,12.81,45.99
46747,183.0,2.0,5.0,500.0,7.3938,26.674,7.4427,34.124,94.0,2222.3,7.484,2283.0,2.28,30.38,45.45,43.09
46750,183.0,2.0,5.0,613.9,6.293,26.948,6.3486,34.2821,38.3,2284.6,7.377,2308.0,2.8,37.23,66.08,41.3
46754,183.0,2.0,5.0,777.6,4.7987,27.179,4.8612,34.3445,30.2,2322.2,7.355,2343.0,3.03,40.87,93.15,38.08
46760,183.0,2.0,5.0,1020.2,3.9682,27.375,4.0459,34.479,39.7,2339.9,7.38,2372.0,3.06,41.55,109.98,37.6
47071,184.0,2.0,4.0,2000.9,2.055,27.661,2.1944,34.618,87.2,2354.2,7.466,2412.0,2.83,39.64,148.19,34.96
47076,184.0,2.0,4.0,2999.7,1.3514,27.755,1.5697,34.6682,123.9,2342.7,7.534,2425.0,2.63,37.39,157.99,33.1
47084,184.0,2.0,4.0,4498.6,1.1185,27.787,1.4931,34.6886,150.1,2323.6,7.577,2421.0,2.49,35.66,147.83,33.05
47093,184.0,2.0,5.0,273.0,13.2925,25.787,13.3306,34.2937,197.6,2070.6,7.842,2256.0,0.69,9.13,7.71,44.31
47095,184.0,2.0,5.0,356.2,10.275,26.235,10.317,34.1414,184.0,2117.0,7.734,2261.0,1.22,16.68,17.83,41.47
47099,184.0,2.0,5.0,512.2,6.8596,26.721,6.9076,34.0899,88.8,2233.9,7.457,2287.0,2.37,32.29,51.16,38.43
47101,184.0,2.0,5.0,600.4,5.797,26.947,5.8489,34.2012,40.2,2285.3,7.361,2308.0,2.78,37.48,70.79,36.26
47104,184.0,2.0,5.0,774.1,4.9,27.166,4.9628,34.3434,32.8,2314.1,7.356,2337.0,2.95,40.18,89.37,35.94
47110,184.0,2.0,5.0,1022.1,3.9704,27.367,4.0482,34.4698,42.5,2332.7,7.389,2367.0,2.99,41.01,108.64,33.55
47369,185.0,2.0,3.0,1999.2,2.087,27.657,2.2268,34.6162,85.5,2357.8,7.466,2411.0,2.81,39.51,148.63,38.8
47374,185.0,2.0,3.0,2999.8,1.3546,27.755,1.573,34.6695,121.7,2347.8,7.53,2423.0,2.6,37.1,160.7,38.89
47396,185.0,2.0,4.0,504.4,7.7634,26.625,7.8141,34.1299,101.7,2214.9,7.509,2278.0,2.16,29.2,44.14,44.67
47398,185.0,2.0,4.0,593.8,6.5559,26.86,6.6107,34.2151,51.4,2269.4,7.4,2299.0,2.63,35.21,61.8,42.56
47401,185.0,2.0,4.0,747.5,5.3212,27.097,5.384,34.3177,32.2,2309.1,7.358,2326.0,2.93,39.65,84.64,41.86
47408,185.0,2.0,4.0,1022.9,4.3145,27.346,4.3951,34.4883,40.0,2332.2,7.388,2362.0,3.02,41.37,102.81,42.94
47921,186.0,2.0,12.0,2000.9,1.9999,27.669,2.1385,34.6221,87.4,2356.0,7.472,2411.0,2.8,39.47,151.59,37.24
47934,186.0,2.0,12.0,4503.4,1.1131,27.789,1.4882,34.6908,152.1,2323.6,7.581,2418.0,2.48,35.59,147.63,37.19
47946,186.0,2.0,13.0,370.7,12.0975,25.997,12.1462,34.2615,207.4,2080.2,7.822,2260.0,0.81,11.19,11.81,47.35
47948,186.0,2.0,13.0,478.7,8.8953,26.428,8.9474,34.0975,170.6,2145.5,7.672,2266.0,1.5,21.75,26.32,46.57
47953,186.0,2.0,13.0,731.4,4.885,27.052,4.9438,34.1974,28.0,2313.5,7.32,2320.0,2.99,40.36,90.03,41.99
48402,187.0,2.0,3.0,1999.9,1.9928,27.668,2.1311,34.6201,86.9,2355.7,7.465,2413.0,2.82,38.97,151.6,35.58
48415,187.0,2.0,3.0,4500.0,1.1176,27.789,1.4923,34.6906,150.9,2324.7,7.581,2423.0,2.48,35.26,150.39,43.67
48426,187.0,2.0,4.0,350.8,12.0636,26.01,12.1095,34.2695,206.2,2082.8,7.82,2262.0,0.82,11.45,13.15,47.98
48435,187.0,2.0,4.0,766.4,4.8364,27.094,4.898,34.2434,28.4,2318.9,7.325,2327.0,2.98,40.13,88.32,40.27
48441,187.0,2.0,4.0,1019.7,3.8601,27.385,3.9369,34.4775,40.7,2341.5,7.377,2370.0,3.03,41.23,114.58,37.89
48737,188.0,2.0,3.0,2001.5,1.976,27.669,2.1142,34.6195,85.8,2358.2,7.468,2415.0,2.82,39.35,152.96,36.73
48761,188.0,2.0,4.0,387.0,10.5419,26.237,10.5885,34.2035,194.7,2109.5,7.762,2261.0,1.1,15.43,16.63,47.05
48764,188.0,2.0,4.0,518.2,7.366,26.632,7.4165,34.0655,135.2,2194.2,7.562,2275.0,1.96,27.32,42.92,40.74
48766,188.0,2.0,4.0,601.2,5.6705,26.865,5.7218,34.0778,81.2,2259.0,7.419,2298.0,2.53,34.9,69.56,44.1
48769,188.0,2.0,4.0,764.3,4.6177,27.178,4.6779,34.3181,26.4,2326.7,7.329,2339.0,3.03,41.22,97.42,40.1
49116,189.0,2.0,4.0,3001.2,1.3271,27.759,1.545,34.6712,124.6,2342.8,7.533,2421.0,2.61,37.27,159.8,35.7
49124,189.0,2.0,4.0,4501.3,1.1136,27.79,1.4884,34.6911,152.1,2323.4,7.574,2419.0,2.47,35.9,148.44,35.91
49133,189.0,2.0,5.0,267.2,13.6615,25.796,13.6994,34.4029,204.6,2068.2,7.861,2266.0,0.63,8.78,7.42,45.75
49135,189.0,2.0,5.0,364.9,10.7245,26.189,10.7688,34.1837,201.8,2099.4,7.778,2263.0,1.01,14.61,15.72,43.37
49138,189.0,2.0,5.0,496.4,7.3082,26.628,7.3563,34.0505,132.1,2196.1,7.553,2277.0,2.0,28.14,46.65,45.86
49140,189.0,2.0,5.0,582.1,6.315,26.851,6.3675,34.1635,64.6,2264.9,7.402,2296.0,2.59,34.46,65.31,41.03
49144,189.0,2.0,5.0,741.1,5.0342,27.111,5.0948,34.2928,31.7,2314.2,7.341,2329.0,2.94,39.57,89.31,38.82
49150,189.0,2.0,5.0,1022.3,3.7982,27.394,3.8746,34.4815,42.9,2343.4,7.377,2370.0,3.01,41.43,114.9,37.66
49464,190.0,2.0,4.0,4500.4,1.1146,27.79,1.4893,34.6913,151.2,2324.4,7.58,2423.0,2.46,35.78,150.67,37.27
49472,190.0,2.0,5.0,266.2,13.4846,25.831,13.5221,34.4012,206.3,2069.9,7.869,2266.0,0.64,9.05,10.03,46.84
49474,190.0,2.0,5.0,385.8,10.3244,26.26,10.3701,34.1856,197.0,2115.8,7.757,2265.0,1.13,16.24,20.75,50.32
49479,190.0,2.0,5.0,592.2,5.8293,26.839,5.8804,34.0699,78.8,2261.4,7.417,2295.0,2.53,35.41,66.71,42.79
49490,190.0,2.0,5.0,1020.6,3.8009,27.392,3.8773,34.4785,43.2,2342.3,7.383,2370.0,3.01,42.03,112.24,36.4
49787,191.0,2.0,4.0,2000.7,2.0017,27.666,2.1403,34.6183,87.0,2359.5,7.464,2416.0,2.82,40.08,151.95,38.21
49792,191.0,2.0,4.0,3000.2,1.3411,27.757,1.5591,34.6702,123.5,2356.1,7.529,2426.0,2.6,37.75,160.23,39.33
49800,191.0,2.0,4.0,4500.5,1.11,27.79,1.4845,34.6909,152.4,2326.4,7.583,2421.0,2.46,35.37,151.59,38.24
49809,191.0,2.0,5.0,292.7,13.5877,25.779,13.6291,34.3613,202.3,2048.9,7.843,2260.0,0.63,9.13,8.21,49.13
49812,191.0,2.0,5.0,428.8,9.0436,26.424,9.0906,34.1225,156.2,2157.0,7.647,2265.0,1.55,22.37,28.72,48.73
49815,191.0,2.0,5.0,555.3,6.7937,26.745,6.8456,34.1088,85.9,2238.9,7.458,2284.0,2.35,32.84,54.37,46.12
49817,191.0,2.0,5.0,642.6,5.6944,26.949,5.7497,34.1882,46.4,2289.7,7.365,2308.0,2.74,38.17,75.09,45.29
49820,191.0,2.0,5.0,802.6,4.4405,27.217,4.5029,34.3433,27.8,2331.3,7.392,2346.0,2.96,41.98,94.95,41.22
50141,192.0,2.0,3.0,4500.8,1.1148,27.789,1.4896,34.6907,151.4,2325.3,7.578,2422.0,2.5,35.82,149.95,40.47
50151,192.0,2.0,4.0,345.1,12.1917,25.955,12.2372,34.231,203.8,2080.0,7.815,2256.0,0.78,11.08,9.88,48.64
50156,192.0,2.0,4.0,572.3,6.7984,26.727,6.852,34.087,91.8,2234.5,7.467,2281.0,2.32,32.38,52.0,44.72
50157,192.0,2.0,4.0,621.0,6.0133,26.851,6.068,34.1136,64.5,2271.7,7.404,2293.0,2.59,36.21,64.79,44.6
50160,192.0,2.0,4.0,757.5,4.9254,27.117,4.9868,34.285,28.7,2316.6,7.337,2325.0,2.99,41.43,89.37,42.72
50167,192.0,2.0,4.0,1020.4,3.9978,27.366,4.0757,34.4714,39.3,2341.9,7.376,2367.0,3.02,42.23,108.19,39.83
50218,193.0,2.0,1.0,244.8,15.7675,25.481,15.8059,34.5851,194.8,2058.3,7.917,2270.0,0.41,5.78,4.55,47.34
50221,193.0,2.0,1.0,374.6,10.7674,26.176,10.8131,34.1775,193.9,2106.4,7.763,2255.0,1.05,15.26,15.77,43.97
50224,193.0,2.0,1.0,496.6,7.7119,26.598,7.7616,34.0863,123.9,2194.4,7.56,2270.0,1.97,27.5,40.51,42.83
50227,193.0,2.0,1.0,604.8,6.1503,26.872,6.2042,34.1629,63.5,2266.2,7.411,2292.0,2.57,35.53,68.21,42.27
50230,193.0,2.0,1.0,750.4,5.0901,27.124,5.1519,34.3179,33.4,2312.6,7.358,2320.0,2.92,40.37,86.69,39.01
50235,193.0,2.0,1.0,1020.5,3.9887,27.366,4.0666,34.4709,41.7,2337.7,7.389,2357.0,2.99,41.78,110.0,39.45
50560,194.0,2.0,3.0,2000.9,1.9522,27.675,2.0901,34.6255,88.3,2356.3,7.476,2416.0,2.81,40.17,151.24,37.53
50565,194.0,2.0,3.0,2999.0,1.3434,27.757,1.5614,34.6708,123.5,2345.3,7.536,2429.0,2.62,38.0,159.05,37.33
50583,194.0,2.0,4.0,250.0,13.09,25.777,13.1244,34.2286,188.7,2081.1,7.816,2258.0,0.77,10.22,9.86,52.15
50588,194.0,2.0,4.0,477.0,7.1706,26.646,7.2163,34.0484,121.8,2206.1,7.53,2271.0,2.08,29.02,48.22,44.43
50591,194.0,2.0,4.0,610.5,5.2621,26.946,5.3123,34.118,51.9,2289.9,7.364,2310.0,2.82,38.72,80.04,45.63
50594,194.0,2.0,4.0,748.6,4.6698,27.158,4.729,34.3001,24.5,2326.8,7.333,2340.0,3.05,41.65,95.08,40.71
50903,195.0,2.0,3.0,2000.2,1.9577,27.676,2.0955,34.6264,88.7,2358.9,7.475,2416.0,2.82,40.04,150.83,38.8
50916,195.0,2.0,3.0,4499.7,1.1132,27.79,1.4878,34.692,151.5,2327.0,7.582,2416.0,2.48,35.99,149.48,38.34
50926,195.0,2.0,4.0,338.7,12.1226,25.99,12.1671,34.2584,201.6,2086.7,7.817,2260.0,0.78,11.44,10.51,47.11
50932,195.0,2.0,4.0,589.2,5.7667,26.827,5.8173,34.0448,81.8,2253.8,7.435,2289.0,2.48,35.09,64.71,45.24
50936,195.0,2.0,4.0,761.9,4.5064,27.16,4.5657,34.2801,21.2,2336.8,7.312,2338.0,3.07,42.35,97.66,41.04
50942,195.0,2.0,4.0,1020.9,3.8363,27.394,3.913,34.4861,41.3,2342.1,7.382,2368.0,3.04,42.26,111.47,33.2
51282,196.0,2.0,3.0,1998.3,2.0243,27.667,2.1631,34.6221,88.1,2355.9,7.471,2412.0,2.8,39.94,149.84,38.06
51295,196.0,2.0,3.0,4499.0,1.1134,27.789,1.4879,34.6905,153.1,2325.7,7.58,2420.0,2.46,35.94,150.64,38.19
51304,196.0,2.0,4.0,255.2,15.6805,25.47,15.7203,34.5444,194.6,2061.1,7.889,2270.0,0.46,6.11,5.19,52.74
51307,196.0,2.0,4.0,379.4,10.2771,26.23,10.3219,34.1362,186.1,2118.4,7.729,2253.0,1.2,16.88,18.63,46.98
51309,196.0,2.0,4.0,498.0,7.6319,26.619,7.6814,34.0976,113.4,2199.0,7.53,2275.0,2.08,29.04,41.69,46.21
51312,196.0,2.0,4.0,626.1,5.8845,26.915,5.9391,34.1745,49.9,2278.8,7.374,2301.0,2.74,37.75,69.49,44.15
51315,196.0,2.0,4.0,748.2,4.8981,27.123,4.9585,34.2882,27.3,2321.1,7.333,2328.0,3.01,41.54,90.97,40.88
51321,196.0,2.0,4.0,1021.5,3.8191,27.407,3.8957,34.5002,43.4,2344.6,7.39,2372.0,3.01,42.2,112.69,40.62
51648,197.0,2.0,3.0,1799.4,2.2711,27.633,2.3964,34.605,79.2,2357.6,7.456,2404.0,2.87,40.76,143.61,38.67
51671,197.0,2.0,4.0,330.8,10.1797,26.252,10.2184,34.1432,169.1,2133.3,7.698,2255.0,1.33,18.04,19.72,43.86
51675,197.0,2.0,4.0,492.3,6.7633,26.748,6.809,34.1082,88.5,2238.6,7.46,2279.0,2.35,32.36,53.83,40.38
52045,198.0,2.0,4.0,2000.1,2.0368,27.664,2.1758,34.6193,87.4,2357.6,7.47,2418.0,2.82,39.96,151.19,35.16
52050,198.0,2.0,4.0,2998.8,1.3519,27.755,1.5701,34.6685,123.4,2347.1,7.535,2425.0,2.62,37.59,161.34,37.36
52066,198.0,2.0,5.0,262.1,15.6478,25.454,15.6887,34.5146,184.7,2070.8,7.876,2275.0,0.54,6.91,5.9,49.31
52069,198.0,2.0,5.0,379.6,10.5036,26.202,10.5491,34.1507,189.9,2116.2,7.744,2263.0,1.16,16.14,18.69,41.05
52071,198.0,2.0,5.0,495.7,7.7116,26.632,7.7612,34.1292,110.3,2209.7,7.533,2283.0,2.08,28.6,45.07,43.57
52084,198.0,2.0,5.0,1020.2,3.8724,27.385,3.9493,34.4798,42.9,2339.4,7.387,2370.0,3.01,41.74,112.21,36.98
52400,199.0,2.0,3.0,1997.7,2.0549,27.661,2.1941,34.6176,86.8,2356.8,7.468,2415.0,2.83,40.15,150.96,37.86
52405,199.0,2.0,3.0,3001.0,1.3326,27.757,1.5506,34.6701,125.6,2343.6,7.538,2424.0,2.61,37.7,158.9,38.83
52420,199.0,2.0,4.0,234.3,15.8052,25.484,15.842,34.5997,200.8,2053.3,7.911,2276.0,0.4,5.56,4.92,52.8
52422,199.0,2.0,4.0,330.8,12.2674,25.997,12.3112,34.3041,207.0,2080.4,7.821,2266.0,0.78,11.13,12.33,49.65
52426,199.0,2.0,4.0,510.7,7.4207,26.638,7.4707,34.083,113.8,2209.3,7.518,2279.0,2.11,29.33,44.84,43.53
52439,199.0,2.0,4.0,1020.8,3.9634,27.385,4.0411,34.4914,40.6,2339.3,7.382,2366.0,3.02,41.81,110.02,38.21
52772,200.0,2.0,3.0,2000.3,2.0038,27.667,2.1424,34.6198,86.6,2357.9,7.471,2412.0,2.83,40.33,150.83,34.9
52777,200.0,2.0,3.0,2999.4,1.3297,27.758,1.5475,34.6709,125.1,2345.1,7.541,2422.0,2.61,37.69,158.32,36.87
52785,200.0,2.0,3.0,4498.6,1.1129,27.789,1.4873,34.6898,152.0,2324.5,7.582,2420.0,2.48,36.04,149.05,36.74
52793,200.0,2.0,4.0,285.6,13.1912,25.796,13.2308,34.2796,202.9,2072.6,7.833,2262.0,0.71,9.63,8.98,48.71
52795,200.0,2.0,4.0,358.3,10.9206,26.175,10.9646,34.2112,201.8,2097.8,7.78,2266.0,0.99,14.24,16.5,47.42
52798,200.0,2.0,4.0,528.7,6.4888,26.736,6.5369,34.0458,107.1,2224.1,7.491,2287.0,2.26,31.56,54.76,41.41
52801,200.0,2.0,4.0,649.5,5.343,26.954,5.397,34.1407,45.4,2291.8,7.351,2309.0,2.82,38.74,79.0,40.82
52804,200.0,2.0,4.0,750.2,4.6528,27.124,4.712,34.2552,34.7,2319.0,7.337,2331.0,2.98,41.0,98.67,39.8
52811,200.0,2.0,4.0,1022.3,3.7575,27.407,3.8337,34.4923,43.7,2342.1,7.384,2371.0,3.02,41.83,114.52,35.79
53172,201.0,2.0,3.0,1999.4,1.9439,27.672,2.0814,34.6203,87.3,2358.0,7.468,2417.0,2.8,39.89,153.79,36.7
53177,201.0,2.0,3.0,3000.6,1.3364,27.758,1.5544,34.6708,125.2,2342.8,7.541,2424.0,2.61,37.53,157.46,40.92
53185,201.0,2.0,3.0,4499.7,1.1124,27.789,1.4869,34.6904,152.2,2323.6,7.585,2421.0,2.48,35.81,148.55,37.91
53196,201.0,2.0,4.0,367.5,10.3613,26.221,10.405,34.1429,187.3,2116.5,7.736,2261.0,1.18,16.55,21.15,47.77
53198,201.0,2.0,4.0,494.6,7.3447,26.636,7.3928,34.0672,114.8,2211.7,7.519,2281.0,2.07,29.11,45.51,46.21
53201,201.0,2.0,4.0,628.4,5.5592,26.945,5.6125,34.1622,44.9,2286.8,7.364,2307.0,2.77,38.15,74.01,43.61
53211,201.0,2.0,4.0,1021.5,3.8591,27.377,3.936,34.4669,41.9,2338.9,7.385,2363.0,3.0,41.39,112.59,40.1
53547,202.0,2.0,3.0,2000.6,1.9766,27.67,2.1148,34.6209,89.5,2356.3,7.485,2415.0,2.79,39.52,149.31,38.38
53552,202.0,2.0,3.0,2999.8,1.3316,27.757,1.5494,34.6695,125.8,2343.3,7.541,2427.0,2.6,37.51,157.21,37.24
53560,202.0,2.0,3.0,4498.6,1.1118,27.787,1.4862,34.6884,151.5,2324.7,7.579,2423.0,2.5,35.53,148.41,37.13
53586,202.0,2.0,4.0,1020.5,3.775,27.401,3.8512,34.4875,42.9,2343.0,7.384,2370.0,3.01,42.02,113.24,38.83
53945,203.0,2.0,4.0,1999.4,1.9881,27.663,2.1264,34.6137,86.5,2358.2,7.46,2413.0,2.86,39.95,152.1,38.59
53950,203.0,2.0,4.0,2999.0,1.3424,27.755,1.5604,34.6681,124.1,2345.4,7.535,2427.0,2.64,37.65,159.95,38.35
53958,203.0,2.0,4.0,4501.0,1.1131,27.787,1.4878,34.6882,152.4,2324.4,7.58,2421.0,2.52,35.87,151.1,38.8
53966,203.0,2.0,5.0,198.3,19.9713,24.803,20.008,35.0445,192.8,2048.2,7.972,2306.0,0.2,1.89,2.15,57.53
53969,203.0,2.0,5.0,332.4,11.9029,25.955,11.946,34.1603,194.3,2090.4,7.79,2255.0,0.9,12.13,11.64,47.98
53971,203.0,2.0,5.0,425.1,9.1742,26.393,9.2211,34.1099,164.7,2148.2,7.659,2266.0,1.51,21.03,26.66,47.78
53974,203.0,2.0,5.0,545.1,6.7936,26.718,6.8445,34.0751,100.5,2228.2,7.49,2287.0,2.29,31.62,53.37,44.23
53977,203.0,2.0,5.0,717.8,5.2996,27.049,5.3597,34.2546,39.4,2302.8,7.36,2324.0,2.92,39.93,82.24,43.57
53984,203.0,2.0,5.0,1002.6,4.0423,27.374,4.119,34.4869,45.0,2335.0,7.384,2369.0,3.03,41.78,107.43,39.25
54349,204.0,2.0,3.0,2000.4,2.0708,27.656,2.2104,34.6126,86.2,2355.2,7.467,2410.0,2.86,40.02,148.4,36.47
54354,204.0,2.0,3.0,2999.4,1.3588,27.753,1.5772,34.6667,122.8,2345.0,7.533,2425.0,2.63,37.78,158.68,36.92
54362,204.0,2.0,3.0,4500.4,1.1131,27.787,1.4878,34.6884,152.4,2324.4,7.581,2415.0,2.49,36.13,149.38,37.05
54373,204.0,2.0,4.0,344.8,12.1266,25.984,12.172,34.2519,200.0,2087.8,7.8,2258.0,0.86,11.61,12.06,47.1
54376,204.0,2.0,4.0,504.5,7.6199,26.635,7.6701,34.1157,104.5,2213.7,7.514,2277.0,2.15,28.99,44.53,43.96
54378,204.0,2.0,4.0,593.2,6.0951,26.868,6.1476,34.1491,64.8,2263.9,7.414,2298.0,2.58,35.4,65.98,43.82
54382,204.0,2.0,4.0,754.3,5.0629,27.163,5.1249,34.3635,32.5,2316.1,7.36,2334.0,3.04,40.99,87.25,39.96
54388,204.0,2.0,4.0,1020.7,4.129,27.362,4.208,34.4839,44.9,2333.0,7.393,2361.0,2.98,41.53,104.67,38.53
54691,205.0,2.0,3.0,1999.9,1.9812,27.667,2.1194,34.6183,86.7,2357.8,7.465,2413.0,2.83,40.24,151.12,35.09
54696,205.0,2.0,3.0,2999.7,1.3151,27.759,1.5325,34.6708,124.2,2344.3,7.54,2426.0,2.61,37.77,159.06,35.39
54704,205.0,2.0,3.0,4498.7,1.1103,27.788,1.4846,34.6892,151.3,2325.4,7.582,2424.0,2.46,35.84,148.83,34.52
54715,205.0,2.0,4.0,358.5,10.282,26.226,10.3244,34.132,172.5,2136.6,7.682,2258.0,1.4,18.84,20.68,43.4
54718,205.0,2.0,4.0,506.1,6.75,26.733,6.7969,34.0868,97.4,2233.2,7.474,2284.0,2.34,32.43,54.67,41.91
54720,205.0,2.0,4.0,605.0,5.8906,26.943,5.9433,34.211,49.6,2284.8,7.374,2306.0,2.77,37.82,70.9,39.96
54724,205.0,2.0,4.0,757.9,4.9569,27.163,5.0186,34.3473,32.8,2317.6,7.357,2338.0,3.0,41.15,89.39,36.71
54730,205.0,2.0,4.0,991.0,3.9612,27.376,4.0364,34.4796,41.0,2339.2,7.381,2368.0,3.04,42.13,109.33,36.86
55053,206.0,2.0,3.0,1999.5,1.9511,27.671,2.0888,34.6202,88.9,2357.1,7.478,2413.0,2.8,39.54,151.15,37.67
55058,206.0,2.0,3.0,3002.6,1.3196,27.758,1.5375,34.6696,126.1,2343.7,7.542,2427.0,2.61,37.37,158.18,37.64
55066,206.0,2.0,3.0,4498.6,1.1131,27.786,1.4876,34.6873,151.0,2324.2,7.583,2422.0,2.47,35.52,153.05,39.72
55074,206.0,2.0,4.0,265.2,13.3439,25.818,13.3809,34.3472,199.6,2073.4,7.843,2263.0,0.65,9.3,8.75,48.35
55076,206.0,2.0,4.0,351.8,10.5474,26.213,10.5897,34.1751,195.9,2108.1,7.758,2264.0,1.07,15.4,17.1,49.53
55081,206.0,2.0,4.0,520.8,6.8177,26.704,6.8664,34.0611,106.7,2223.9,7.489,2284.0,2.19,31.12,51.29,44.04
55083,206.0,2.0,4.0,623.0,5.8225,26.922,5.8765,34.1738,60.0,2275.4,7.397,2305.0,2.65,36.83,71.59,44.37
55086,206.0,2.0,4.0,754.4,4.6683,27.158,4.728,34.3004,30.7,2322.9,7.341,2339.0,2.98,41.38,95.7,41.46
55092,206.0,2.0,4.0,1019.3,4.032,27.361,4.11,34.4702,39.5,2338.1,7.377,2365.0,3.02,42.0,108.33,36.53
55415,208.0,2.0,3.0,1999.3,2.0671,27.659,2.2065,34.6164,87.8,2352.2,7.472,2414.0,2.84,39.33,147.64,38.96
55420,208.0,2.0,3.0,3000.1,1.3498,27.755,1.568,34.6685,122.6,2343.0,7.535,2425.0,2.63,37.24,158.5,38.98
55428,208.0,2.0,3.0,4499.2,1.114,27.788,1.4885,34.6893,151.0,2325.0,7.582,2426.0,2.48,35.41,148.93,38.48
55436,208.0,2.0,4.0,242.7,15.6381,25.487,15.6759,34.5542,190.3,2062.4,7.885,2275.0,0.48,6.39,5.33,52.52
55442,208.0,2.0,4.0,500.4,7.3986,26.644,7.4475,34.0867,110.4,2210.7,7.517,2280.0,2.12,29.34,44.92,47.77
55443,208.0,2.0,4.0,523.9,6.8786,26.726,6.9278,34.0989,87.8,2232.8,7.466,2285.0,2.34,32.0,52.59,45.96
55445,208.0,2.0,4.0,603.3,5.7746,26.929,5.8267,34.1747,48.5,2280.2,7.377,2312.0,2.75,37.44,71.28,45.16
55448,208.0,2.0,4.0,742.7,4.9722,27.155,5.0327,34.3402,36.6,2312.7,7.372,2339.0,2.95,40.26,88.65,41.27
55454,208.0,2.0,4.0,1011.2,4.0869,27.374,4.1647,34.4927,41.7,2335.6,7.388,2367.0,3.03,41.66,105.83,39.85
55753,209.0,2.0,3.0,1998.9,1.9436,27.673,2.0812,34.6222,90.0,2354.2,7.475,2413.0,2.8,39.47,151.45,37.7
55758,209.0,2.0,3.0,2997.7,1.3191,27.759,1.5365,34.6704,124.8,2342.7,7.539,2425.0,2.59,37.17,159.08,37.25
55766,209.0,2.0,3.0,4499.4,1.1096,27.788,1.484,34.6892,151.8,2322.8,7.581,2420.0,2.45,35.3,148.94,38.36
55774,209.0,2.0,4.0,264.2,13.6033,25.791,13.6407,34.3814,202.3,2067.6,7.858,2265.0,0.62,8.41,7.71,47.19
55777,209.0,2.0,4.0,370.1,10.5004,26.223,10.5447,34.1766,199.6,2107.0,7.763,2268.0,1.09,15.05,17.34,44.83
55781,209.0,2.0,4.0,505.6,7.2895,26.636,7.3384,34.0568,128.5,2199.8,7.555,2279.0,2.01,28.02,45.82,43.55
55783,209.0,2.0,4.0,614.3,5.7661,26.886,5.8191,34.1189,69.2,2266.3,7.407,2302.0,2.61,35.6,68.96,41.61
55786,209.0,2.0,4.0,776.4,4.6659,27.172,4.7274,34.318,31.8,2320.8,7.358,2338.0,2.98,40.82,95.17,37.77
56119,210.0,2.0,3.0,2001.2,1.9305,27.675,2.068,34.6226,92.2,2354.7,7.487,2415.0,2.79,39.13,150.91,36.56
56124,210.0,2.0,3.0,3000.9,1.3327,27.755,1.5507,34.667,124.7,2345.0,7.541,2425.0,2.63,37.23,157.99,36.7
56132,210.0,2.0,3.0,4499.5,1.1173,27.785,1.492,34.686,151.4,2326.9,7.584,2418.0,2.49,35.5,150.33,38.41
56476,211.0,2.0,3.0,2999.4,1.3268,27.758,1.5445,34.6697,123.9,2347.2,7.536,2428.0,2.63,37.03,158.29,37.73
