"","crn","stn","cast","mdate","press","theta","sigma","temp","csal","coxy","bsal","boxy","dic","ph","alk","phos","nit","sil","dop","don","doc","tdp","tdn","pc","pn","pp","lln","llp","atp","n2o","psi","p15n","no2"
"2558",234,2,4,83111,149.4,20.0015,24.883,20.0292,35.1588,199.1,35.1496,198.1,2053.1,7.962,2309,0.16,1.39,1.94,-9,-9,-9,-9,-9,-9,-9,-9,1332.4,161.1,-9,-9,-9,-9,-9
"2559",234,2,4,83111,200.7,17.6022,25.242,17.6361,34.8331,-9,-9,199.3,2053.8,7.931,2284,0.29,3.53,3.47,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2560",234,2,14,90111,259.9,15.5614,25.492,15.6018,34.539,189.8,34.5237,194.4,2066.5,7.875,2271,0.38,-9,5.3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2561",234,2,14,90111,375.1,10.0711,26.258,10.1149,34.1266,190.5,34.1221,187.6,2122.8,7.714,2255,1.25,16.92,19.63,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2562",234,2,14,90111,514.7,7.1775,26.627,7.2269,34.0266,120.3,34.03,121.6,2205.8,7.527,2278,-9,28.75,45.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2563",234,2,14,90111,595.6,6.1294,26.81,6.1823,34.0812,69.9,34.0831,73,2257.8,7.412,2293,-9,34.72,63.23,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2564",234,2,14,90111,761.3,4.4143,27.145,4.473,34.2493,26.2,34.2519,24.9,2328,7.322,2337,2.97,41.4,99.82,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2565",234,2,14,90111,1019.8,3.7876,27.395,3.8638,34.4814,46.1,34.4799,45.2,2338.6,7.383,2369,2.98,-9,111.97,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2566",234,2,15,90111,2001.1,1.9621,27.67,2.1002,34.6193,85.9,34.6189,87.9,2354.8,7.472,2415,2.81,39.52,150.17,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2567",234,2,15,90111,4500.1,1.1134,27.787,1.488,34.6882,151.1,34.6881,151.6,2324.3,7.582,2419,2.46,35.75,148.97,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2568",235,2,2,92711,5.8,26.3213,23.117,26.3226,35.2442,206,35.2424,206.8,1991.5,8.087,-9,0.05,0.03,0.99,-9,-9,-9,-9,-9,-9,-9,-9,2.3,42,-9,-9,-9,-9,-9
"2569",235,2,2,92711,25.8,26.1906,23.214,26.1964,35.318,-9,-9,206.6,1994.8,8.097,2319,0.04,0.03,0.9,-9,-9,-9,-9,-9,-9,-9,-9,2.4,30.3,-9,-9,-9,-9,-9
"2570",235,2,2,92711,45.6,26.2645,23.277,26.2747,35.4323,206.9,35.4344,207.1,1997.9,8.092,2329,0.02,0.03,0.92,-9,-9,-9,-9,-9,-9,-9,-9,2.1,11.7,-9,-9,-9,-9,-9
"2571",235,2,2,92711,76.1,24.929,23.641,24.9455,35.3685,216.5,35.3664,216.9,2003.4,8.077,2326,0.01,0.03,1.02,-9,-9,-9,-9,-9,-9,-9,-9,2.2,13.7,-9,-9,-9,-9,-9
"2572",235,2,2,92711,100.7,22.8652,24.185,22.8857,35.2805,223.6,35.279,223.7,2011.8,8.052,2327,0.01,0.04,1.3,-9,-9,-9,-9,-9,-9,-9,-9,2.5,11.7,-9,-9,-9,-9,-9
"2573",235,2,2,92711,150.4,20.2372,24.811,20.2653,35.1473,206.1,35.1469,204.4,2041.3,7.991,-9,0.12,0.94,2.02,-9,-9,-9,-9,-9,-9,-9,-9,841.3,117.2,-9,-9,-9,-9,-9
"2574",235,2,2,92711,200.8,17.3402,25.278,17.3738,34.7978,201.5,34.7997,201.6,2053,7.931,2296,0.29,3.53,3.57,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2575",235,2,9,92711,250.9,14.3155,25.675,14.3523,34.4234,210.6,34.4216,209.2,2061.7,7.876,2271,0.49,6.61,6.62,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2576",235,2,9,92711,338.5,10.7149,26.175,10.7559,34.1633,200.8,34.1615,200.3,2106.6,7.764,2252,1.03,14.43,15.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2577",235,2,9,92711,500.3,6.7188,26.689,6.7651,34.0257,106.2,34.0307,107.5,2223.1,7.487,2271,2.21,30.84,51.01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2578",235,2,9,92711,625.8,5.2138,26.942,5.2651,34.1065,51.6,34.1056,49.8,2289.7,7.356,2300,2.78,38.24,78.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2579",235,2,9,92711,741.9,4.6424,27.169,4.7008,34.3106,27.2,34.3101,27.1,2324.4,7.338,2328,2.99,41.16,95.41,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2580",235,2,9,92711,1019.2,3.6814,27.4,3.7567,34.474,43.2,34.475,43.7,2342.8,7.386,2363,2.99,41.12,115.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2581",235,2,10,92811,2000.9,1.8867,27.679,2.0236,34.6241,91.8,34.6248,92.2,2355.5,7.476,2409,2.77,39.23,151.4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2582",235,2,10,92811,3001.7,1.3044,27.759,1.5219,34.6697,127,34.6692,127,2341.9,7.543,2422,2.57,36.81,157.41,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2583",235,2,10,92811,4500.3,1.1094,27.787,1.4839,34.6871,152.4,34.6857,151.9,2323.1,7.581,2414,2.45,35.52,148.62,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2584",236,2,3,110411,2001.2,1.9077,27.676,2.0449,34.6224,91.3,34.6225,91.6,2355.8,7.475,2419,2.77,39,150.68,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2585",236,2,3,110411,2999.5,1.3298,27.756,1.5476,34.6685,123,34.6682,-9,2345.1,7.537,2427,2.6,37.1,159.75,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2586",236,2,3,110411,4497.5,1.1071,27.787,1.4812,34.6869,152.5,34.6873,152.4,2323.6,7.584,2422,2.45,35.24,148.91,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2587",236,2,4,110511,366.4,10.499,26.201,10.5429,34.1487,197.6,34.1497,198.1,2108.7,7.756,2260,1.04,14.92,16.35,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2588",236,2,4,110411,507,6.7003,26.724,6.7471,34.0664,89.2,34.0682,88.5,2236.9,7.452,2286,2.34,32.4,54.59,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2589",236,2,4,110411,611.7,5.2973,26.938,5.3478,34.1131,50.3,34.1109,51.1,2286.7,7.364,2300,2.74,37.87,76.85,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2590",236,2,4,110411,758.4,4.4407,27.188,4.4993,34.307,25.9,34.3042,26,2331.4,7.328,2347,3,41.25,99.85,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2591",236,2,4,110411,1019.2,3.7188,27.397,3.7944,34.4754,44,34.4756,44.7,2340.8,7.387,2371,2.98,41.22,113.49,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2592",236,2,7,110511,5.7,25.7095,23.274,25.7107,35.1989,204.6,35.1979,204.9,1989.4,8.082,2315,0.04,0.02,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.8,51.8,-9,-9,-9,-9,-9
"2593",236,2,7,110511,24.5,25.7095,23.273,25.715,35.1975,205.1,35.1963,204.2,1988.9,8.085,2311,0.04,0.02,0.96,-9,-9,-9,-9,-9,-9,-9,-9,1.8,49.8,-9,-9,-9,-9,-9
"2594",236,2,7,110511,45.5,25.7026,23.273,25.7127,35.1949,204.9,35.1937,205.5,1988.8,8.083,2315,0.03,0.02,0.95,-9,-9,-9,-9,-9,-9,-9,-9,1.6,50.8,-9,-9,-9,-9,-9
"2595",236,2,7,110511,74.9,25.2174,23.471,25.2338,35.26,209.6,35.2613,209.5,1999.5,8.066,2320,0.04,0.04,1.08,-9,-9,-9,-9,-9,-9,-9,-9,2.3,38.1,-9,-9,-9,-9,-9
"2596",236,2,7,110511,99.8,22.9779,24.162,22.9983,35.2932,210.3,35.293,210.8,2022.7,8.044,2320,0.07,0.22,1.34,-9,-9,-9,-9,-9,-9,-9,-9,189.3,61.5,-9,-9,-9,-9,-9
"2597",236,2,7,110511,149.8,20.2499,24.802,20.2779,35.1396,194.7,35.1412,195.1,2049.2,7.974,2314,0.18,1.66,2.07,-9,-9,-9,-9,-9,-9,-9,-9,-9,172.8,-9,-9,-9,-9,-9
"2598",236,2,7,110511,200.3,17.707,25.222,17.7411,34.8412,198.8,34.834,199.5,2051.9,7.929,2288,0.27,3.3,3.45,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2599",237,2,4,112911,6,24.7866,23.593,24.7879,35.2475,205.3,35.2469,205.8,1996.1,8.077,2318,0.06,0.03,0.95,-9,-9,-9,-9,-9,-9,-9,-9,4.3,52.7,-9,-9,-9,-9,-9
"2600",237,2,4,112911,24.9,24.7914,23.591,24.7968,35.2468,205.3,35.2461,205.4,1995.4,8.079,2317,0.06,0.03,0.99,-9,-9,-9,-9,-9,-9,-9,-9,5,55.7,-9,-9,-9,-9,-9
"2601",237,2,4,112911,45.5,24.7928,23.591,24.8026,35.2479,205.4,35.2475,205.5,1995.6,8.075,2320,0.06,0.02,0.97,-9,-9,-9,-9,-9,-9,-9,-9,4.3,51.8,-9,-9,-9,-9,-9
"2602",237,2,4,112911,74.8,24.7904,23.594,24.8065,35.2505,205.1,35.2503,205.4,1997.3,8.079,2317,0.05,0.02,0.95,-9,-9,-9,-9,-9,-9,-9,-9,3.7,55.7,-9,-9,-9,-9,-9
"2603",237,2,4,112911,99.8,24.8018,23.592,24.8233,35.2525,205.4,35.2528,205.5,1998.6,8.078,2321,0.04,0.03,0.94,-9,-9,-9,-9,-9,-9,-9,-9,5.3,49.8,-9,-9,-9,-9,-9
"2604",237,2,4,112911,150.2,21.5538,24.548,21.5832,35.2712,199.6,35.2714,199.5,2041.4,8.009,2334,0.13,0.87,1.56,-9,-9,-9,-9,-9,-9,-9,-9,814,114.2,-9,-9,-9,-9,-9
"2605",237,2,4,112911,200,18.8505,25.047,18.886,34.9845,192.8,34.9909,193.1,2058.4,7.945,2301,0.24,2.58,2.58,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2606",237,2,13,113011,258.7,14.9398,25.577,14.9789,34.4711,201.8,34.4585,201.8,2062.5,7.878,2268,0.47,5.92,5.57,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2607",237,2,13,113011,365.8,10.2612,26.234,10.3044,34.1375,184,34.1379,185.9,2122.4,7.727,2263,1.21,16.59,18.37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2608",237,2,13,113011,504.1,6.8578,26.682,6.905,34.04,107.3,34.0388,107.7,2221.1,7.495,2280,2.23,30.51,49.62,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2609",237,2,13,113011,626.2,5.2432,26.941,5.2947,34.1098,51.3,34.1093,51.3,2289.1,7.362,2302,2.8,38.15,77.44,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2610",237,2,13,113011,759.7,4.5549,27.163,4.6144,34.2907,26.9,34.2889,26.4,2328.9,7.333,2333,3.06,41.18,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2611",237,2,13,113011,1019.8,3.7586,27.397,3.8346,34.4802,46,34.4791,45.9,2339.3,7.392,2367,3.05,40.98,111.67,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2612",237,2,14,113011,1999.7,1.9877,27.665,2.1259,34.6156,87.1,34.6152,87.3,2356.7,7.471,2416,2.83,39.61,149.42,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2613",237,2,14,113011,2999.2,1.3262,27.756,1.5438,34.6673,125.3,34.6684,125.3,2343.9,7.538,2423,2.61,37.1,156.14,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2614",237,2,14,113011,4498.5,1.112,27.785,1.4863,34.6858,152,34.6863,152.1,2324.3,7.58,2424,2.49,35.4,148.85,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2615",238,2,2,121911,1999.7,1.9018,27.677,2.0387,34.6225,87.7,34.6221,88.9,2358.5,7.471,2410,2.79,39.23,152.94,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2616",238,2,2,121911,2999.2,1.3072,27.76,1.5244,34.6707,125.6,34.6706,-9,2342.3,7.539,2421,2.58,36.64,157.78,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2617",238,2,2,121911,4498.7,1.1101,27.787,1.4845,34.688,151.6,34.6883,151.5,2323.5,7.581,2416,2.46,35.14,148.43,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2618",238,2,3,121911,239.4,15.4802,25.513,15.5172,34.5431,200.9,34.549,200.5,2059.8,7.889,2271,0.42,5.37,4.77,-9,-9,53.93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2619",238,2,3,121911,366.8,10.5333,26.2,10.5774,34.1547,200.4,34.1644,199.6,2106.2,7.759,2256,1.02,14.64,15.82,-9,-9,47.79,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2620",238,2,3,121911,455.1,8.3249,26.507,8.3723,34.0857,139.6,34.0846,135.7,2181.4,7.586,2266,1.77,24.9,34.6,-9,-9,46.81,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2621",238,2,3,121911,569.6,5.7923,26.845,5.8413,34.0721,72,34.0717,71.3,2264.7,7.4,2297,2.53,35.67,67.13,-9,-9,42.81,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2622",238,2,3,121911,747.7,4.4185,27.156,4.4761,34.263,26.5,34.2681,25.1,2330,7.322,2335,2.99,41.55,100.46,-9,-9,42.12,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2623",238,2,3,121911,1018.7,3.7518,27.394,3.8276,34.4747,42.3,34.4748,42.4,2342.1,7.382,2363,2.96,41.36,113.46,-9,-9,41.52,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2624",238,2,6,122011,5,24.0216,23.848,24.0226,35.2817,209.7,35.2806,208.3,2005.5,8.071,2325,0.06,0.01,0.99,-9,-9,74.99,-9,-9,-9,-9,-9,5.6,63.5,-9,-9,-9,-9,-9
"2625",238,2,6,122011,24.6,24.0018,23.854,24.007,35.281,208.6,35.2792,208,2005.5,8.071,2320,0.07,0.02,0.99,-9,4.47,-9,-9,4.49,-9,-9,-9,-9,62.5,-9,-9,-9,-9,-9
"2626",238,2,6,122011,43.8,24.0012,23.854,24.0104,35.281,208.5,35.2798,208.2,2005.5,8.063,2326,0.07,0.02,0.99,-9,4.37,75.28,-9,4.39,-9,-9,-9,4.9,63.5,-9,-9,-9,-9,-9
"2627",238,2,6,122011,73.9,23.9622,23.866,23.9777,35.2817,208.2,35.2808,208.7,2006.2,8.069,2323,0.07,0.02,1.01,-9,5.05,73.82,-9,5.08,-9,-9,-9,10.4,63.5,-9,-9,-9,-9,-9
"2628",238,2,6,122011,99.5,23.9281,23.877,23.949,35.283,208.8,35.2861,207.8,2009.7,8.066,2322,0.08,0.06,1.02,-9,4.24,73.23,-9,4.3,-9,-9,-9,45.5,68.3,-9,-9,-9,-9,-9
"2629",238,2,6,122011,149.5,20.9262,24.697,20.9548,35.2399,-9,-9,197.2,2050.7,7.985,2316,0.15,1.05,1.8,-9,3.35,59.56,-9,4.39,-9,-9,-9,1009.7,144.5,-9,-9,-9,-9,-9
"2630",238,2,6,122011,199.6,17.2977,25.257,17.3311,34.7574,192.7,34.7587,193.9,2060,7.928,2280,0.33,3.99,3.69,-9,3.14,53.04,-9,7.13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2631",239,2,3,11812,2002.3,1.9905,27.665,2.129,34.6164,87,34.6176,87.7,2358.9,7.472,-9,2.78,39.64,149.9,-9,-9,38.98,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2632",239,2,3,11812,3001.2,1.3293,27.756,1.5472,34.6685,124,34.6684,124.7,2345.5,7.536,2425,2.59,37.25,158.05,-9,-9,38.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2633",239,2,3,11812,4497.9,1.1093,27.787,1.4836,34.6877,-9,34.6869,152.1,2325.5,7.582,2420,2.47,35.51,149.45,-9,-9,38.54,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2634",239,2,4,11812,244.8,15.8671,25.401,15.9056,34.5108,195,34.5021,194.8,2063.4,7.88,2270,0.41,5.09,-9,-9,-9,51.78,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2635",239,2,4,11812,357.3,10.7056,26.136,10.7489,34.1115,197.6,34.1103,197.1,2106,7.751,2255,1.05,14.56,14.52,-9,-9,46.91,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2636",239,2,4,11812,500.5,6.8905,26.663,6.9374,34.0221,117.6,34.0217,115.2,2213.2,7.507,2278,2.11,29.84,47.59,-9,-9,45.93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2637",239,2,4,11812,617.6,5.3952,26.935,5.4467,34.1246,47.3,34.1232,47.6,2286.2,7.351,2295,2.76,37.92,75.03,-9,-9,44.37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2638",239,2,4,11812,753.1,4.587,27.154,4.6461,34.2838,26.5,34.2815,26.4,2326.8,7.33,2338,2.98,40.85,95.42,-9,-9,41.53,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2639",239,2,4,11812,1019,3.8207,27.379,3.8971,34.4657,45.5,34.4654,46.2,2335.7,7.389,2369,2.93,40.76,110.21,-9,-9,41.23,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2640",239,2,7,11912,5.5,23.6389,23.913,23.64,35.2177,211.4,35.2178,211.2,2007.7,8.062,2326,0.1,0.02,1.06,-9,4.87,75.19,-9,4.88,-9,-9,-9,2.1,98.6,-9,-9,-9,-9,-9
"2641",239,2,7,11912,25.1,23.6327,23.915,23.6379,35.2181,211.5,35.2241,210.7,2007.5,8.063,2324,0.11,0.02,1.07,-9,4.67,74.31,-9,4.69,-9,-9,-9,2.3,95.7,-9,-9,-9,-9,-9
"2642",239,2,7,11912,44.6,23.5587,23.94,23.568,35.2223,210.8,35.2219,211.6,2007.3,8.06,2322,0.1,0.02,1.08,-9,4.47,74.41,-9,4.49,-9,-9,-9,2.2,92.8,-9,-9,-9,-9,-9
"2643",239,2,7,11912,76.1,23.5577,23.976,23.5735,35.2703,211,35.2696,210.4,2009.7,8.062,2322,0.09,0.02,1.08,-9,4.47,74.01,-9,4.49,-9,-9,-9,2.1,89.8,-9,-9,-9,-9,-9
"2644",239,2,7,11912,101.5,23.5182,24.003,23.5393,35.29,211.1,35.2887,210.1,2011.5,8.062,2331,0.09,0.03,1.1,-9,4.27,74.5,-9,4.3,-9,-9,-9,6.9,83,-9,-9,-9,-9,-9
"2645",239,2,7,11912,151,21.9368,24.451,21.9667,35.2839,199.8,35.2824,200.9,2041.2,8.007,2320,0.13,0.79,1.51,-9,4,62.49,-9,4.78,-9,-9,-9,741.2,126.9,-9,-9,-9,-9,-9
"2646",239,2,7,11912,199.4,19.1818,24.982,19.2177,35.0102,191.9,35.0124,193.1,2058.6,7.948,2309,0.23,2.36,2.47,-9,3.89,56.06,-9,6.25,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2647",240,2,1,32412,2000.3,2.0393,27.66,2.1784,34.6144,85.6,34.6138,85.6,2358.7,7.464,2418,2.79,39.16,148.32,-9,-9,37.76,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2648",240,2,1,32412,3002.1,1.3387,27.755,1.5569,34.6678,123.3,34.6681,123.5,2346.3,7.534,2427,2.58,36.84,156.69,-9,-9,38.83,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2649",240,2,1,32412,4500.9,1.1092,27.787,1.4837,34.6874,151.8,34.6879,151.9,2324.8,7.58,2425,2.44,35.19,147.89,-9,-9,38.98,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2650",240,2,2,32512,275.7,14.0654,25.704,14.1053,34.3926,207.2,34.3941,205.1,2066.5,7.864,2268,0.53,7.17,7.07,-9,-9,50.61,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2651",240,2,2,32512,351.3,11.5541,26.084,11.5989,34.2424,209.3,34.2464,206.7,2092.8,7.799,2263,0.86,12.3,13.07,-9,-9,49.54,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2652",240,2,2,32512,507.4,7.265,26.628,7.314,34.0429,117.3,34.0429,116.5,2209.8,7.517,2279,2.07,28.75,44.73,-9,-9,45.64,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2653",240,2,2,32512,584.8,5.8459,26.84,5.8965,34.0733,67.8,34.0717,66.7,2266.4,7.392,2297,2.46,33.7,60.17,-9,-9,45.74,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2654",240,2,2,32512,755.2,4.4885,27.164,4.5472,34.2828,21.9,34.2832,21.3,2332,7.317,2338,3.02,41.18,98.66,-9,-9,42.11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2655",240,2,2,32512,1019,3.8254,27.385,3.9018,34.4732,-9,34.4744,42.5,2342.2,7.383,2370,2.97,40.77,112.26,-9,-9,41.43,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2656",240,2,4,32512,6.4,22.9168,24.11,22.9181,35.2015,214.6,35.2004,214.6,2008.6,8.059,2322,0.08,0.01,1.12,-9,-9,-9,-9,-9,-9,-9,-9,3.6,63.5,-9,-9,-9,-9,-9
"2657",240,2,4,32512,25.5,22.917,24.111,22.9222,35.2026,214.6,35.2036,215.1,2008.8,8.059,2323,0.09,0.01,1.16,-9,-9,-9,-9,-9,-9,-9,-9,4.2,86.9,-9,-9,-9,-9,-9
"2658",240,2,4,32512,45.2,22.9076,24.131,22.9168,35.2249,215.1,35.2286,215.2,2010.1,8.061,2320,0.08,0.02,1.16,-9,-9,72.16,-9,-9,-9,-9,-9,5.5,81,-9,-9,-9,-9,-9
"2659",240,2,4,32512,76.3,22.6897,24.263,22.7052,35.3167,215.3,35.3165,215,2016.6,8.056,2328,0.06,0.01,1.14,-9,-9,-9,-9,-9,-9,-9,-9,4.4,84,-9,-9,-9,-9,-9
"2660",240,2,4,32512,102.7,22.6402,24.32,22.6609,35.3737,213.2,35.3717,212.9,2020.1,8.054,2331,0.06,0.01,1.15,-9,-9,-9,-9,-9,-9,-9,-9,3.1,54.7,-9,-9,-9,-9,-9
"2661",240,2,4,32512,150.4,21.9686,24.472,21.9984,35.3232,204.1,35.324,204.5,2034.4,8.024,2326,0.09,0.45,1.42,-9,-9,-9,-9,-9,-9,-9,-9,439.8,95.7,-9,-9,-9,-9,-9
"2662",240,2,4,32512,201.7,19.5334,24.935,19.5701,35.0667,195.9,35.0724,196.4,2056,7.953,2310,0.19,1.9,2.26,-9,-9,56.15,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2663",241,2,2,50112,2000.2,2.0732,27.655,2.2129,34.6125,85.5,34.6126,86.8,2356.2,7.47,2416,2.84,39.52,148.28,-9,-9,36.73,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2664",241,2,2,50112,3001.9,1.3634,27.752,1.5821,34.6655,120,34.6649,120.2,2346.8,7.531,2429,2.65,37.4,159.47,-9,-9,38.39,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2665",241,2,2,50112,4499.8,1.1116,27.787,1.4861,34.6877,151.4,34.6879,151.6,2323.9,7.583,2424,2.51,35.56,148.3,-9,-9,38.63,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2666",241,2,3,50112,258.8,16.4004,25.35,16.4421,34.6028,188.6,34.6207,188.2,2068.7,7.888,2281,0.43,5.17,4.59,-9,-9,50.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2667",241,2,3,50112,362,9.6536,26.317,9.6947,34.1122,133.4,34.1121,132.9,2168.6,7.599,2265,1.66,22.27,25.87,-9,-9,47.3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2668",241,2,3,50112,486.6,8.4247,26.632,8.476,34.2646,30.9,34.2634,29.7,2266.3,7.366,2286,2.61,32.27,45.6,-9,-9,46.41,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2669",241,2,3,50112,625.1,6.9185,26.836,6.978,34.2464,25.9,34.2462,26,2287.2,7.342,-9,2.8,35.76,60.89,-9,-9,43.39,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2670",241,2,3,50112,720.6,5.373,27.045,5.4336,34.2598,34.1,34.2589,33.4,2305.9,7.352,2325,2.88,39.1,87.95,-9,-9,42.6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2671",241,2,3,50112,1017.4,4.0348,27.35,4.1127,34.4564,41.2,34.4569,41.7,2335.2,7.386,2363,2.99,41.31,106.06,-9,-9,41.03,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2672",241,2,12,50312,5.9,23.4688,23.884,23.4701,35.1138,212.7,35.1148,213.7,2008.9,8.055,2318,0.16,0.01,1.23,-9,4.87,75.1,-9,4.88,-9,-9,-9,2.6,165,-9,-9,-9,-9,-9
"2673",241,2,12,50312,23.9,23.4523,23.889,23.4573,35.1139,213.2,35.114,214,2009,8.058,2319,0.15,0,1.16,-9,4.2,73.05,-9,4.2,-9,-9,-9,2.2,165,-9,-9,-9,-9,-9
"2674",241,2,12,50312,43.9,23.4454,23.891,23.4545,35.1138,212.2,35.114,212.9,2008.4,8.055,2319,0.16,0.01,1.2,-9,4.68,74.02,-9,4.69,-9,-9,-9,1.9,165,-9,-9,-9,-9,-9
